,lat,lon,elevation_ft,precip_in,month,year
50712,41.27,120.29,5400,3.83,Apr,2018
50714,37.22,121.93,755,2.09,Apr,2018
50715,41.33,120.47,4372,2.60,Apr,2018
50718,36.27,121.07,431,0.36,Apr,2018
50719,32.83,117.13,455,0.05,Apr,2018
50721,36.21,121.13,320,0.34,Apr,2018
50722,38.86,122.42,2550,2.51,Apr,2018
50723,40.13,120.72,7300,4.96,Apr,2018
50724,35.76,118.43,2720,0.64,Apr,2018
50726,37.30,119.10,9131,5.88,Apr,2018
50727,36.03,120.06,810,0.16,Apr,2018
50728,35.78,118.44,2703,0.64,Apr,2018
50730,39.20,123.19,670,5.39,Apr,2018
50732,37.21,118.61,9065,1.28,Apr,2018
50735,33.94,118.39,97,0.05,Apr,2018
50736,32.84,116.90,554,0.01,Apr,2018
50738,36.60,118.73,6735,3.97,Apr,2018
50739,39.87,123.72,700,10.00,Apr,2018
50740,36.38,119.03,513,0.94,Apr,2018
50743,37.96,119.12,6797,1.13,Apr,2018
50744,37.20,121.99,665,1.50,Apr,2018
50745,33.81,118.15,31,0.04,Apr,2018
50746,39.83,122.79,5100,4.93,Apr,2018
50748,36.20,119.06,420,0.67,Apr,2018
50750,37.11,121.84,3788,1.46,Apr,2018
50751,32.77,117.02,530,0.05,Apr,2018
50753,38.44,119.37,9233,1.20,Apr,2018
50755,37.05,120.87,120,0.58,Apr,2018
50756,34.21,119.14,63,0.05,Apr,2018
50757,36.39,121.67,1058,0.99,Apr,2018
50758,39.68,120.99,5000,8.89,Apr,2018
50759,35.38,120.19,1633,0.15,Apr,2018
50760,40.87,122.39,1100,4.24,Apr,2018
50761,40.34,121.71,4159,5.52,Apr,2018
50762,35.57,121.08,80,0.67,Apr,2018
50763,34.49,119.05,4520,0.00,Apr,2018
50765,38.30,119.55,7205,3.00,Apr,2018
50766,35.90,121.09,795,0.15,Apr,2018
50767,40.32,123.37,2760,7.40,Apr,2018
50768,37.49,119.81,3150,3.44,Apr,2018
50769,37.61,119.03,9300,5.88,Apr,2018
50771,37.29,120.51,153,1.33,Apr,2018
50773,38.22,121.04,180,2.68,Apr,2018
50774,41.25,122.14,3280,5.44,Apr,2018
50775,41.13,122.07,2690,4.70,Apr,2018
50776,36.95,120.04,270,0.71,Apr,2018
50778,38.34,122.20,1000,2.88,Apr,2018
50779,38.50,121.04,185,2.48,Apr,2018
50780,37.35,121.63,4198,3.76,Apr,2018
50781,37.35,121.63,4198,3.76,Apr,2018
50782,41.32,122.32,3590,2.35,Apr,2018
50783,40.35,121.61,4875,6.25,Apr,2018
50784,40.35,121.61,4875,6.25,Apr,2018
50786,38.69,119.78,5501,1.04,Apr,2018
50788,36.11,121.53,3288,0.99,Apr,2018
50789,40.54,121.58,5750,5.74,Apr,2018
50791,37.49,119.99,2100,2.80,Apr,2018
50792,37.49,119.99,2100,2.80,Apr,2018
50794,40.18,123.78,218,5.92,Apr,2018
50795,37.06,121.60,260,1.22,Apr,2018
50796,41.78,122.04,4250,1.47,Apr,2018
50797,37.01,121.70,1822,2.52,Apr,2018
50798,36.19,120.76,2794,0.36,Apr,2018
50799,38.39,120.65,2967,3.70,Apr,2018
50800,34.23,118.07,5733,0.02,Apr,2018
50801,35.76,120.89,825,0.04,Apr,2018
50802,36.69,121.62,80,2.21,Apr,2018
50803,38.43,122.25,1660,3.56,Apr,2018
50804,35.79,121.09,800,0.08,Apr,2018
50805,38.16,120.81,554,3.44,Apr,2018
50806,35.02,120.47,305,0.43,Apr,2018
50807,35.20,120.46,550,0.13,Apr,2018
50808,39.54,122.67,5100,3.57,Apr,2018
50809,38.00,120.49,960,2.67,Apr,2018
50810,37.95,120.53,1400,2.36,Apr,2018
50811,37.23,119.51,2630,3.18,Apr,2018
50812,38.31,122.29,20,3.35,Apr,2018
50813,34.51,119.23,4100,0.00,Apr,2018
50814,38.28,122.26,35,3.01,Apr,2018
50815,37.34,119.35,5150,4.68,Apr,2018
50816,39.25,121.00,2781,4.82,Apr,2018
50817,41.84,122.85,1980,2.52,Apr,2018
50818,33.21,117.35,30,0.08,Apr,2018
50819,33.21,117.35,30,0.08,Apr,2018
50820,40.42,122.74,1300,4.20,Apr,2018
50821,37.15,121.42,1696,2.01,Apr,2018
50822,37.33,119.66,2230,2.75,Apr,2018
50823,41.84,122.85,1953,2.44,Apr,2018
50825,39.75,122.20,254,2.68,Apr,2018
50826,41.30,123.53,354,6.80,Apr,2018
50827,36.18,118.71,3240,2.19,Apr,2018
50828,39.53,121.52,900,5.27,Apr,2018
50829,41.30,124.05,5,6.52,Apr,2018
50834,36.61,120.88,1400,0.32,Apr,2018
50836,37.25,119.46,5150,3.52,Apr,2018
50837,38.58,122.63,1124,3.47,Apr,2018
50838,36.83,119.32,615,1.44,Apr,2018
50839,36.83,119.32,615,1.44,Apr,2018
50840,38.40,120.63,2440,4.04,Apr,2018
50843,35.90,120.43,1525,0.30,Apr,2018
50844,38.70,120.82,1850,3.80,Apr,2018
50845,40.44,122.83,2452,3.75,Apr,2018
50846,40.21,121.16,4520,3.61,Apr,2018
50847,40.29,122.87,3500,3.59,Apr,2018
50848,36.40,121.72,2610,1.58,Apr,2018
50849,39.37,123.13,1440,5.87,Apr,2018
50850,37.40,119.52,6900,4.28,Apr,2018
50851,39.81,120.47,4850,2.46,Apr,2018
50852,39.75,121.62,1725,7.88,Apr,2018
50853,37.02,119.56,1296,1.42,Apr,2018
50854,33.36,116.86,5560,0.09,Apr,2018
50855,40.99,121.98,1458,7.27,Apr,2018
50856,40.99,121.98,1458,7.27,Apr,2018
50858,33.82,116.50,474,0.00,Apr,2018
50859,36.63,121.93,27,1.58,Apr,2018
50860,36.17,121.38,5264,1.03,Apr,2018
50862,39.94,120.95,3420,2.96,Apr,2018
50863,39.94,120.95,3420,2.96,Apr,2018
50865,41.60,122.93,4238,1.93,Apr,2018
50866,40.15,122.25,353,3.18,Apr,2018
50868,40.52,122.30,502,4.48,Apr,2018
50869,39.67,123.32,2428,6.38,Apr,2018
50870,34.53,120.09,2610,0.24,Apr,2018
50873,40.57,122.42,740,4.88,Apr,2018
50874,36.11,118.64,6200,2.64,Apr,2018
50875,36.11,118.64,6200,2.64,Apr,2018
50877,35.67,121.05,3401,0.36,Apr,2018
50878,33.05,116.86,1420,0.03,Apr,2018
50880,39.13,120.95,1945,5.44,Apr,2018
50881,38.31,120.55,2720,3.69,Apr,2018
50882,38.48,122.71,599,3.45,Apr,2018
50884,40.12,121.04,6100,3.76,Apr,2018
50885,34.05,116.82,7070,0.00,Apr,2018
50887,38.51,121.50,21,1.99,Apr,2018
50888,32.73,117.18,15,0.02,Apr,2018
50889,38.67,121.56,14,1.62,Apr,2018
50890,35.31,120.66,315,0.56,Apr,2018
50891,34.77,119.65,5300,0.51,Apr,2018
50892,34.10,117.27,1042,0.00,Apr,2018
50893,37.14,121.97,1400,2.75,Apr,2018
50894,38.00,121.32,12,1.72,Apr,2018
50895,38.00,121.32,12,1.72,Apr,2018
50896,41.27,122.72,5900,5.16,Apr,2018
50897,40.49,124.10,36,4.00,Apr,2018
50898,36.99,121.99,130,3.98,Apr,2018
50899,36.06,118.92,692,1.41,Apr,2018
50900,36.06,118.92,692,1.41,Apr,2018
50901,40.17,122.80,3850,3.50,Apr,2018
50902,33.75,117.54,2800,0.00,Apr,2018
50903,39.58,120.37,4975,1.94,Apr,2018
50904,39.58,120.37,4975,1.94,Apr,2018
50905,37.62,122.38,13,2.24,Apr,2018
50906,37.77,122.43,150,3.91,Apr,2018
50907,39.58,122.53,800,2.45,Apr,2018
50908,39.13,120.75,3843,6.40,Apr,2018
50910,40.71,122.42,1075,4.44,Apr,2018
50911,40.71,122.42,1075,4.44,Apr,2018
50912,40.50,121.85,3630,6.88,Apr,2018
50913,37.32,121.47,2300,1.61,Apr,2018
50914,35.08,120.19,2080,0.63,Apr,2018
50915,36.57,118.96,4340,2.31,Apr,2018
50916,38.68,120.12,7100,3.73,Apr,2018
50917,41.78,122.47,2644,1.73,Apr,2018
50918,36.76,121.49,2838,2.64,Apr,2018
50919,37.35,121.90,67,1.14,Apr,2018
50921,36.33,120.53,4840,0.34,Apr,2018
50922,38.72,120.57,3530,5.16,Apr,2018
50923,38.72,120.57,3530,5.16,Apr,2018
50924,37.05,121.05,350,0.63,Apr,2018
50925,41.05,122.48,5700,4.12,Apr,2018
50927,41.39,123.49,915,6.71,Apr,2018
50928,34.51,119.82,2300,0.16,Apr,2018
50929,34.51,119.82,2300,0.16,Apr,2018
50930,34.30,119.04,1020,0.00,Apr,2018
50931,36.08,120.61,3920,0.68,Apr,2018
50934,35.37,120.64,1100,0.48,Apr,2018
50936,38.56,121.42,49,2.45,Apr,2018
50937,38.56,121.42,49,2.45,Apr,2018
50938,34.90,120.45,254,0.41,Apr,2018
50939,33.68,117.87,50,0.05,Apr,2018
50940,35.80,120.88,800,0.12,Apr,2018
50941,36.66,121.67,45,2.65,Apr,2018
50942,39.42,122.98,1725,6.88,Apr,2018
50943,39.33,120.37,6885,6.34,Apr,2018
50944,37.97,120.39,1675,3.13,Apr,2018
50945,38.67,119.82,6115,2.60,Apr,2018
50946,38.49,122.48,310,3.42,Apr,2018
50948,38.13,120.37,1060,3.00,Apr,2018
50949,38.31,119.60,8827,4.40,Apr,2018
50952,38.21,120.46,2370,3.34,Apr,2018
50953,36.35,120.60,4650,0.47,Apr,2018
50955,33.74,117.87,135,0.02,Apr,2018
50956,37.31,122.00,174,0.79,Apr,2018
50957,32.84,117.03,300,0.04,Apr,2018
50958,38.49,122.54,1780,4.24,Apr,2018
50959,41.17,121.93,5400,6.24,Apr,2018
50961,39.59,122.53,800,2.37,Apr,2018
50962,38.44,122.70,174,4.31,Apr,2018
50963,39.56,121.11,3808,8.42,Apr,2018
50964,39.56,121.11,3808,8.42,Apr,2018
50966,41.30,123.13,2192,5.53,Apr,2018
50968,34.58,119.08,4800,0.00,Apr,2018
50969,33.11,116.67,2990,0.08,Apr,2018
50970,35.66,120.92,970,0.17,Apr,2018
50972,39.17,120.14,6230,2.58,Apr,2018
50973,39.89,122.52,720,2.32,Apr,2018
50975,40.82,122.66,3870,5.24,Apr,2018
50976,39.30,122.65,4000,3.89,Apr,2018
50977,39.33,120.19,6020,2.38,Apr,2018
50978,39.33,120.19,6020,2.38,Apr,2018
50980,38.03,120.35,3730,3.16,Apr,2018
50981,36.41,119.00,752,0.92,Apr,2018
50982,36.41,119.00,752,0.92,Apr,2018
50983,37.16,119.20,7613,4.44,Apr,2018
50984,36.55,121.63,2338,2.72,Apr,2018
50986,35.86,121.32,3350,1.14,Apr,2018
50987,37.68,121.35,135,1.55,Apr,2018
50988,36.47,118.86,1140,1.74,Apr,2018
50989,41.96,121.47,4035,1.95,Apr,2018
50990,34.98,120.32,692,0.44,Apr,2018
50992,34.13,116.04,1975,0.00,Apr,2018
50993,40.92,122.82,4000,3.96,Apr,2018
50994,39.13,123.20,626,4.93,Apr,2018
50995,34.15,116.69,8600,0.00,Apr,2018
50996,37.16,121.90,3090,3.03,Apr,2018
50997,37.22,121.68,735,1.70,Apr,2018
50998,37.07,121.69,489,1.54,Apr,2018
50999,37.09,121.80,1099,2.36,Apr,2018
51001,38.07,119.23,9445,3.10,Apr,2018
51002,35.86,120.60,1476,0.32,Apr,2018
51003,36.33,119.30,325,0.82,Apr,2018
51004,38.61,123.02,1260,7.28,Apr,2018
51006,40.46,121.87,2220,6.09,Apr,2018
51007,39.81,120.19,4950,1.47,Apr,2018
51008,34.27,119.21,280,0.07,Apr,2018
51010,35.60,119.35,345,0.27,Apr,2018
51012,34.69,119.66,6360,0.36,Apr,2018
51013,40.73,122.94,2040,4.55,Apr,2018
51014,40.73,122.94,2040,4.55,Apr,2018
51015,41.48,122.45,2930,1.30,Apr,2018
51016,34.24,118.02,4000,0.00,Apr,2018
51017,39.30,123.29,1851,7.92,Apr,2018
51019,39.02,122.41,2085,3.06,Apr,2018
51020,40.62,121.90,2499,6.14,Apr,2018
51021,40.95,123.64,461,6.96,Apr,2018
51025,40.61,122.53,1295,5.05,Apr,2018
51026,38.47,120.37,1950,4.18,Apr,2018
51028,36.93,121.77,95,2.06,Apr,2018
51029,41.37,122.64,2625,1.74,Apr,2018
51030,37.51,119.65,5120,3.94,Apr,2018
51031,37.75,119.59,3966,3.54,Apr,2018
51034,37.09,119.51,2090,0.10,May,2018
51035,37.90,122.53,2,0.12,May,2018
51036,40.98,124.11,223,0.97,May,2018
51037,41.23,120.79,6190,4.50,May,2018
51038,41.19,120.94,4195,4.50,May,2018
51039,38.88,121.05,1200,0.32,May,2018
51040,37.15,119.50,1000,0.00,May,2018
51041,40.19,123.59,1059,0.52,May,2018
51042,34.33,118.55,2780,0.36,May,2018
51043,39.47,120.88,4957,1.04,May,2018
51044,39.16,120.24,6910,3.83,May,2018
51045,37.17,121.63,645,0.00,May,2018
51046,38.57,122.44,1715,0.35,May,2018
51047,38.57,122.44,1715,0.35,May,2018
51048,36.19,121.64,3368,0.20,May,2018
51049,40.18,120.61,4960,2.04,May,2018
51050,37.23,121.98,449,0.00,May,2018
51052,38.28,120.31,4700,0.09,May,2018
51054,36.49,118.83,1708,0.22,May,2018
51056,34.45,118.20,2600,0.00,May,2018
51057,41.53,120.67,5049,2.39,May,2018
51058,36.46,118.63,6400,0.99,May,2018
51059,36.46,118.63,6400,0.99,May,2018
51060,38.91,121.08,1292,0.15,May,2018
51063,39.13,121.45,113,0.38,May,2018
51064,35.16,120.28,1500,0.00,May,2018
51065,34.89,117.02,2320,0.49,May,2018
51066,37.29,119.53,3400,0.22,May,2018
51067,34.92,119.92,5120,0.44,May,2018
51068,40.74,123.21,1250,1.17,May,2018
51069,34.24,116.90,6760,0.56,May,2018
51070,36.13,118.31,7650,0.06,May,2018
51071,37.21,119.24,4878,0.24,May,2018
51073,38.21,119.01,8370,1.78,May,2018
51074,41.05,120.34,5927,3.53,May,2018
51075,40.62,122.57,1300,2.36,May,2018
51076,38.59,120.93,905,0.56,May,2018
51077,35.43,119.05,497,0.02,May,2018
51078,37.21,119.97,450,0.28,May,2018
51079,37.37,118.36,4108,0.27,May,2018
51080,33.92,117.90,340,0.07,May,2018
51081,36.26,121.78,200,0.04,May,2018
51082,39.85,121.24,5750,0.92,May,2018
51083,38.74,122.15,355,0.14,May,2018
51084,38.61,119.92,8104,1.10,May,2018
51085,39.81,122.33,426,0.30,May,2018
51086,38.45,120.03,7200,1.16,May,2018
51089,33.61,114.71,395,0.00,May,2018
51090,38.38,120.19,6500,0.72,May,2018
51091,37.07,119.40,4720,0.16,May,2018
51092,33.00,116.84,1280,0.13,May,2018
51093,37.38,120.28,319,0.12,May,2018
51094,39.38,121.39,839,0.27,May,2018
51095,41.08,122.63,6450,1.92,May,2018
51096,38.99,123.35,644,0.19,May,2018
51097,39.39,120.09,5575,2.66,May,2018
51098,39.45,120.66,5385,2.59,May,2018
51099,40.60,121.08,5686,2.25,May,2018
51101,38.26,119.23,6470,1.01,May,2018
51102,38.07,121.21,59,0.32,May,2018
51103,35.93,120.87,443,0.00,May,2018
51104,35.18,120.08,3770,0.63,May,2018
51105,36.68,118.86,6800,0.53,May,2018
51106,36.68,118.86,6800,0.53,May,2018
51107,40.33,121.75,3400,1.00,May,2018
51108,39.92,121.35,1850,0.71,May,2018
51109,39.92,121.35,1850,0.71,May,2018
51110,40.87,121.85,3800,1.99,May,2018
51112,37.37,119.88,1520,0.21,May,2018
51113,41.68,122.60,3090,1.96,May,2018
51114,37.17,121.76,550,0.00,May,2018
51115,36.39,121.55,1824,0.20,May,2018
51117,40.17,121.09,4560,0.96,May,2018
51119,35.10,119.77,2400,0.05,May,2018
51120,36.56,118.34,10700,0.02,May,2018
51121,40.60,121.85,2840,1.44,May,2018
51122,38.88,123.05,350,0.00,May,2018
51123,41.58,120.30,7030,4.60,May,2018
51124,41.78,124.24,56,0.48,May,2018
51125,41.53,120.17,4670,3.33,May,2018
51126,40.28,121.23,4525,1.39,May,2018
51127,36.79,118.66,4720,0.30,May,2018
51128,40.30,121.24,4530,1.37,May,2018
51130,41.31,122.80,3185,2.75,May,2018
51132,39.69,121.82,185,0.72,May,2018
51133,37.97,119.92,4765,0.58,May,2018
51134,36.31,121.57,5040,0.12,May,2018
51135,39.71,121.78,237,0.37,May,2018
51136,40.64,122.73,3300,1.32,May,2018
51138,39.33,121.19,595,0.29,May,2018
51139,41.30,122.82,3911,2.43,May,2018
51140,38.20,120.97,331,0.67,May,2018
51141,38.25,120.84,658,0.55,May,2018
51142,37.76,119.82,6634,0.91,May,2018
51143,36.14,120.36,670,0.00,May,2018
51144,34.35,118.42,4000,0.73,May,2018
51145,37.25,119.71,2230,0.10,May,2018
51146,37.26,121.65,2998,0.00,May,2018
51147,39.10,120.96,2400,0.15,May,2018
51150,41.98,122.34,2703,1.02,May,2018
51151,39.83,123.08,1514,0.68,May,2018
51152,39.13,123.07,3355,0.23,May,2018
51153,37.09,121.54,802,0.03,May,2018
51154,38.71,120.04,7980,1.39,May,2018
51156,34.02,118.29,185,0.09,May,2018
51157,34.02,118.29,185,0.09,May,2018
51160,39.94,122.17,289,1.03,May,2018
51164,34.11,118.94,1700,0.00,May,2018
51165,41.98,123.61,3970,1.55,May,2018
51166,34.44,118.61,1005,0.04,May,2018
51167,35.94,120.33,4000,0.04,May,2018
51168,39.87,121.77,1733,0.60,May,2018
51169,38.20,120.37,3360,0.20,May,2018
51170,34.93,119.61,2275,0.29,May,2018
51171,34.85,116.79,1922,0.28,May,2018
51173,38.53,121.78,60,0.26,May,2018
51174,37.33,121.30,1861,0.00,May,2018
51175,38.41,122.47,555,0.08,May,2018
51176,38.33,119.65,9250,1.56,May,2018
51177,40.70,122.09,1300,1.28,May,2018
51178,39.87,121.61,2710,0.71,May,2018
51179,39.87,121.61,2710,0.71,May,2018
51180,36.46,116.86,-194,0.00,May,2018
51181,39.30,120.83,4455,1.43,May,2018
51182,36.91,119.09,1720,0.26,May,2018
51183,36.91,119.09,1720,0.26,May,2018
51184,39.33,120.28,5924,1.48,May,2018
51185,39.32,120.23,5937,3.18,May,2018
51186,39.26,120.77,3400,1.58,May,2018
51189,37.55,120.46,230,0.28,May,2018
51191,41.18,122.28,2170,2.08,May,2018
51192,40.35,122.45,550,0.84,May,2018
51193,39.88,120.48,5768,1.75,May,2018
51194,39.56,120.82,2915,2.01,May,2018
51197,38.55,119.80,8765,1.90,May,2018
51198,39.65,122.72,4465,0.52,May,2018
51199,39.83,123.08,1500,0.62,May,2018
51200,35.98,118.63,6700,0.44,May,2018
51201,35.98,118.63,6700,0.44,May,2018
51202,40.81,124.16,20,0.79,May,2018
51205,41.99,123.72,1708,0.72,May,2018
51206,37.93,119.23,9645,1.76,May,2018
51207,32.88,116.81,800,0.25,May,2018
51208,32.88,116.81,800,0.25,May,2018
51211,33.67,117.33,1285,0.05,May,2018
51212,38.24,120.51,2559,1.36,May,2018
51213,35.72,120.64,672,0.00,May,2018
51214,37.30,121.74,450,0.00,May,2018
51215,37.59,120.27,879,0.22,May,2018
51216,37.59,120.27,879,0.22,May,2018
51217,36.78,119.72,372,0.00,May,2018
51218,39.52,121.27,2840,0.31,May,2018
51219,36.90,119.50,920,0.01,May,2018
51220,38.52,120.71,2160,0.42,May,2018
51221,38.52,120.71,2160,0.42,May,2018
51223,38.27,122.07,40,0.04,May,2018
51224,34.75,120.01,3200,0.56,May,2018
51225,39.89,120.19,5517,2.08,May,2018
51226,36.01,121.24,1150,0.00,May,2018
51228,38.93,120.05,6236,1.40,May,2018
51229,37.27,118.96,7200,0.64,May,2018
51230,32.85,116.86,880,0.23,May,2018
51231,41.02,121.44,3310,2.07,May,2018
51232,34.70,118.43,3060,0.01,May,2018
51233,41.86,120.15,4500,2.38,May,2018
51234,41.60,122.85,2725,2.17,May,2018
51235,38.51,123.24,112,1.00,May,2018
51236,36.99,119.69,581,0.00,May,2018
51237,39.51,123.76,120,0.62,May,2018
51238,36.99,119.69,660,0.00,May,2018
51239,39.81,121.32,5150,1.12,May,2018
51240,32.77,117.17,20,0.14,May,2018
51241,39.01,120.85,3020,0.35,May,2018
51242,41.88,124.14,0,0.60,May,2018
51243,35.89,118.92,800,0.00,May,2018
51244,40.22,123.63,217,0.36,May,2018
51245,41.85,123.97,384,1.00,May,2018
51246,41.85,123.97,384,1.00,May,2018
51247,33.80,116.48,320,0.43,May,2018
51248,39.67,120.62,6920,2.76,May,2018
51249,37.24,121.87,184,0.00,May,2018
51250,37.75,119.13,8970,1.24,May,2018
51251,38.92,120.79,3011,1.29,May,2018
51252,36.53,121.27,2343,0.08,May,2018
51254,37.77,119.78,7047,0.60,May,2018
51256,39.16,120.86,3320,0.25,May,2018
51257,36.56,118.77,6650,0.54,May,2018
51258,38.21,119.89,8400,0.57,May,2018
51259,35.73,118.70,3140,0.00,May,2018
51260,37.83,120.50,999,0.33,May,2018
51261,36.96,121.61,754,0.04,May,2018
51263,39.20,121.07,2400,0.43,May,2018
51265,41.13,122.28,4800,1.04,May,2018
51266,32.80,116.92,533,0.29,May,2018
51267,37.55,119.24,7900,0.12,May,2018
51270,37.82,120.10,3145,0.53,May,2018
51272,37.27,119.54,4520,0.36,May,2018
51273,37.19,121.89,1680,0.00,May,2018
51274,37.47,119.27,6900,0.16,May,2018
51275,40.93,121.54,3015,1.40,May,2018
51276,40.93,121.54,3015,1.40,May,2018
51277,33.24,116.76,2750,0.12,May,2018
51278,36.37,118.65,8500,0.73,May,2018
51279,38.41,122.37,110,0.28,May,2018
51281,36.38,120.85,3500,0.06,May,2018
51282,36.14,117.95,3825,0.73,May,2018
51283,37.96,119.78,3870,0.18,May,2018
51284,38.85,119.94,7776,2.60,May,2018
51285,37.10,119.88,2580,0.02,May,2018
51288,36.32,119.63,242,0.00,May,2018
51289,39.24,121.27,800,0.36,May,2018
51290,39.24,121.27,800,0.36,May,2018
51291,40.12,121.37,6500,2.20,May,2018
51292,37.23,119.22,7020,0.28,May,2018
51293,37.23,119.22,7020,0.28,May,2018
51294,33.07,117.11,327,0.10,May,2018
51295,40.24,124.13,370,0.40,May,2018
51297,41.80,123.38,1120,0.32,May,2018
51298,40.90,122.25,3200,3.12,May,2018
51299,36.18,118.62,7100,0.40,May,2018
51300,36.18,118.62,7100,0.40,May,2018
51301,38.73,122.84,2024,0.35,May,2018
51302,40.55,123.17,2323,2.30,May,2018
51303,39.49,120.28,6456,3.00,May,2018
51304,39.45,120.29,7003,2.50,May,2018
51305,39.45,120.29,7003,2.50,May,2018
51307,36.80,118.20,3950,0.01,May,2018
51308,39.08,122.53,1480,0.11,May,2018
51309,32.83,115.58,0,0.00,May,2018
51310,35.63,118.48,2515,0.17,May,2018
51311,35.63,118.48,2515,0.17,May,2018
51314,41.27,120.29,5400,3.23,May,2018
51316,37.22,121.93,755,0.00,May,2018
51317,41.33,120.47,4372,5.14,May,2018
51320,36.27,121.07,431,0.00,May,2018
51321,32.83,117.13,455,0.05,May,2018
51323,36.21,121.13,320,0.02,May,2018
51324,38.86,122.42,2550,0.15,May,2018
51325,40.13,120.72,7300,2.36,May,2018
51326,35.76,118.43,2720,0.10,May,2018
51328,37.30,119.10,9131,0.52,May,2018
51329,36.03,120.06,810,0.00,May,2018
51330,35.78,118.44,2703,0.19,May,2018
51332,39.20,123.19,670,0.16,May,2018
51334,37.21,118.61,9065,1.60,May,2018
51337,33.94,118.39,97,0.06,May,2018
51338,32.84,116.90,554,0.19,May,2018
51339,38.32,122.63,1800,0.00,May,2018
51341,36.60,118.73,6735,0.95,May,2018
51342,39.87,123.72,700,0.60,May,2018
51343,36.38,119.03,513,0.00,May,2018
51346,37.96,119.12,6797,2.37,May,2018
51347,37.20,121.99,665,0.00,May,2018
51348,33.81,118.15,31,0.01,May,2018
51349,39.83,122.79,5100,1.06,May,2018
51351,36.20,119.06,420,0.02,May,2018
51353,37.11,121.84,3788,0.11,May,2018
51354,32.77,117.02,530,0.17,May,2018
51356,38.44,119.37,9233,1.90,May,2018
51358,37.05,120.87,120,0.00,May,2018
51359,34.21,119.14,63,0.00,May,2018
51360,36.39,121.67,1058,0.08,May,2018
51361,39.68,120.99,5000,1.11,May,2018
51362,35.38,120.19,1633,0.00,May,2018
51363,40.87,122.39,1100,1.24,May,2018
51364,40.34,121.71,4159,1.47,May,2018
51365,35.57,121.08,80,0.04,May,2018
51366,34.49,119.05,4520,0.63,May,2018
51368,38.30,119.55,7205,1.20,May,2018
51369,35.90,121.09,795,0.00,May,2018
51370,40.32,123.37,2760,0.80,May,2018
51371,37.49,119.81,3150,0.48,May,2018
51372,37.61,119.03,9300,1.60,May,2018
51374,37.29,120.51,153,0.12,May,2018
51376,38.22,121.04,180,0.39,May,2018
51377,41.25,122.14,3280,1.25,May,2018
51378,41.13,122.07,2690,2.31,May,2018
51380,38.34,122.20,1000,0.04,May,2018
51381,38.50,121.04,185,0.48,May,2018
51382,37.35,121.63,4198,0.13,May,2018
51383,37.35,121.63,4198,0.13,May,2018
51384,41.32,122.32,3590,2.07,May,2018
51385,40.35,121.61,4875,3.02,May,2018
51386,40.35,121.61,4875,3.02,May,2018
51388,38.69,119.78,5501,1.16,May,2018
51390,36.24,118.71,5400,0.58,May,2018
51391,36.24,118.71,5400,0.58,May,2018
51392,36.11,121.53,3288,0.04,May,2018
51393,40.54,121.58,5750,1.52,May,2018
51395,37.49,119.99,2100,0.22,May,2018
51396,37.49,119.99,2100,0.22,May,2018
51398,40.18,123.78,218,0.52,May,2018
51399,37.06,121.60,260,0.00,May,2018
51400,41.78,122.04,4250,0.96,May,2018
51401,37.01,121.70,1822,0.31,May,2018
51402,36.19,120.76,2794,0.08,May,2018
51403,38.39,120.65,2967,0.33,May,2018
51404,34.23,118.07,5733,0.41,May,2018
51405,35.76,120.89,825,0.00,May,2018
51406,36.69,121.62,80,0.04,May,2018
51407,38.43,122.25,1660,0.08,May,2018
51408,35.79,121.09,800,0.00,May,2018
51409,38.16,120.81,554,0.60,May,2018
51410,35.02,120.47,305,0.00,May,2018
51411,35.20,120.46,550,0.00,May,2018
51412,39.54,122.67,5100,0.61,May,2018
51413,38.00,120.49,960,0.34,May,2018
51414,37.95,120.53,1400,0.36,May,2018
51415,37.23,119.51,2630,0.08,May,2018
51416,38.31,122.29,20,0.00,May,2018
51417,34.51,119.23,4100,0.47,May,2018
51418,38.28,122.26,35,0.00,May,2018
51419,37.34,119.35,5150,0.08,May,2018
51420,39.25,121.00,2781,0.48,May,2018
51421,33.21,117.35,30,0.17,May,2018
51422,33.21,117.35,30,0.17,May,2018
51423,40.42,122.74,1300,2.64,May,2018
51424,37.15,121.42,1696,0.04,May,2018
51425,37.33,119.66,2230,0.31,May,2018
51426,41.84,122.85,1953,0.85,May,2018
51428,39.75,122.20,254,0.18,May,2018
51429,41.30,123.53,354,0.80,May,2018
51430,36.18,118.71,3240,0.15,May,2018
51431,39.53,121.52,900,0.34,May,2018
51432,41.30,124.05,5,0.96,May,2018
51433,41.31,123.53,400,0.80,May,2018
51438,36.61,120.88,1400,0.00,May,2018
51440,38.76,120.50,3440,1.59,May,2018
51441,38.76,120.50,3440,1.59,May,2018
51442,37.25,119.46,5150,0.08,May,2018
51443,38.58,122.63,1124,0.11,May,2018
51444,36.83,119.32,615,0.13,May,2018
51445,36.83,119.32,615,0.13,May,2018
51446,38.40,120.63,2440,0.32,May,2018
51449,35.90,120.43,1525,0.12,May,2018
51450,38.70,120.82,1850,0.41,May,2018
51451,40.44,122.83,2452,1.39,May,2018
51452,40.21,121.16,4520,0.77,May,2018
51453,40.29,122.87,3500,2.20,May,2018
51454,36.40,121.72,2610,0.19,May,2018
51455,39.37,123.13,1440,0.15,May,2018
51456,37.40,119.52,6900,0.40,May,2018
51457,39.81,120.47,4850,1.96,May,2018
